1	Security Engineer/Technical Lead	<p>Security Clearance Required:&nbsp; Top Secret </p>\r<p>Job Number: TMR-447</p>\r<p>Location of Job:&nbsp; Washington, DC</p>\r<p>TMR, Inc. is an Equal Employment Opportunity Company</p>\r<p>For more job opportunities with TMR, visit our website <a href="http://www.tmrhq.com/">www.tmrhq.com</a></p>\r<p>Send Resumes to HR@tmrhq2.com</p>\r<p>&nbsp;</p>\r<p>JOB SUMMARY:</p>\r<p>&nbsp;</p>\r<p>Leads the customer&rsquo;s overall Cyber Security strategy, formalizes service offerings consisted with ITIL best practices, and provides design and architecture support.</p>\r<p>&nbsp;</p>\r<ul>\r    <li>Provide security design / architecture support for OJP&rsquo;s IT Security Division (ITSD) </li>\r    <li>Leads the SECOPS team in the day to day OJP Security Operations support&nbsp; </li>\r    <li>Provides direction when needed in a security incident or technical issues </li>\r    <li>Works in concert with network operations on design /integration for best security posture</li>\r    <li>Supports business development functions including Capture Management, Proposal Development and responses, and other initiatives to include conferences, trade shows, webinars, developing white papers and the like.</li>\r    <li>Identifies resources and mentors in-house talent to ensure TMR remains responsive to growing initiatives and contracts with qualified personnel.&nbsp;&nbsp; </li>\r</ul>\r<p>&nbsp;</p>\r<p><a href="https://www.tmrhq.com/jobapplicationstep1.aspx"><span></span></a>&nbsp;</p>	<p>SKILL SET</p>\r<p>&nbsp;</p>\r<p>Network Security tools:</p>\r<p>&nbsp;</p>\r<p>Webdefend Web Application Firewall (WAF), Cisco Routers, Fortigate 3800 Firewall series, Palo Alto 4000 firewall series, Cisco ASA 5xx Firewall Platform, Cisco&nbsp; FWSM,&nbsp; SourceFire Defense Center, SourceFire IP Sensor Platform, BlueCoat SG Appliance, F5 BigIP(reverse proxy).</p>\r<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </p>\r<p>Web Application tools:&nbsp; </p>\r<p>&nbsp;</p>\r<p>AppDective, Fortify SCA, HP WebInspect, and the like.</p>\r<p>&nbsp;</p>\r<p>Network Vulnerability tools:&nbsp; </p>\r<p>&nbsp;</p>\r<p>Tenable Security Center, McAfee Foundstone scanner, Cain and Able, L0phtcrack - Password Cracker, Nessus Vulnerability Scanner, NMAP &ndash; Port Scanner, and other scanning and vulnerability mapping tools.&nbsp; </p>\r<p>&nbsp;</p>\r<p>&nbsp;</p>\r<p>DESIRABLE SKILLS:</p>\r<p>&nbsp;</p>\r<p>CISSP and/or related Certifications</p>\r<p>&nbsp;</p>\r<p>EDUCATION AND YEARS OF EXPERIENCE:</p>\r<p>&nbsp;</p>\r<p>BS Computer Science or related discipline; minimum of 8 years in IT Security; minimum 4 years in Senior/Lead position</p>\r<p>&nbsp;</p>\r<p><a href="https://www.tmrhq.com/jobapplicationstep1.aspx"><span>APPLY HERE</span></a></p>	Washington	DC	US	20531	2012-03-07 13:17:01.643	2012-04-06 23:59:59
33	CDL CLASS A DRIVER	<b>    <b>CDL CLASS A DRIVER</b> </b>  ——  Need a medical card, insurance avail, currently weekly bonuses, pay equals $0.30 per mile, additional revenue drop/stop pay, paid for rack retrieval, at least 1 yr exp. 3-4 day runs on average. Call 407-886-1188 ext. 229 or                           \r\n              fax 407-889-7989                WEB OS22359              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Apopka	FL	US	32703	2012-03-12 16:36:54.783	2012-04-11 23:59:59
34	Skilled Tradesman	Skilled Tradesman - Experience in ALL of the following: comm. finishing, carpentry, drywall, paint, must have valid driver?s license.  407-264-0100 WEB OS58576<P>Experienced tradesmen with skills in commercial finish work, carpentry, drywall, paint, and misc. construction skills.Experience in all fields required. Must have valid FL Driver's License.                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32819	2012-03-13 01:15:08.073	2012-04-12 23:59:59
35	Automotive Retail Dealer	<b>    <b>HEADQUARTER HONDA </b> </b> \r\n              In Clermont FL is looking for               \r\n               Experienced Sales Associates, Internet Sales Manager, Finance Manager,Tire & Lube Technicians, Experienced Technicians, Shuttle Van Driver and Parts Delivery Driver\r\n             \r\nSend resume to hr@headquarterhonda.com</a>               \r\n               DFWP/EEO                \r\n                WEB OS14871              <P>                 \r\n                \r\n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Clermont	FL	US	34711	2012-03-13 14:36:52.997	2012-04-12 23:59:59
36	DRIVERS	<b>    <b>DRIVERS </b> </b>  —— McTyre Trucking. M                     ust have oversize load exp. Class A CDL 3yrs. Benefits. Drug free. Call M-F, 8 am -5 pm:  407-859-8881                       WEB OS15317              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32859	2012-03-13 16:51:56.89	2012-04-12 23:59:59
37	RN & LPN OPENINGS AT TUSKAWILLA SNF	<b>    <b>RN & LPN OPENINGS AT TUSKAWILLA SNF</b> </b>  ——  Great competitive pay. Bring a current FL License. 8 hour shifts. Apply in person at 1024 Willa Springs Dr. Winter Springs, FL 32708 or fax resume to 407-699-8269. An EEO/AA employer M/F/V/D                WEB OS26252              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Winter Springs	FL	US	32708	2012-03-13 17:06:56.513	2012-04-12 23:59:59
38	CNA OPENINGS AT TUSKAWILLA SNF	<b>    <b>CNA OPENINGS AT TUSKAWILLA SNF</b> </b>  ——  All shifts. Apply in person at 1024 Willa Springs Dr, Winter Springs, FL 32708. Bring active FL Cert. An EEOC Employer. M/F/V/D                WEB OS18800              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Winter Springs	FL	US	32708	2012-03-13 17:21:51.527	2012-04-12 23:59:59
39	Financial Planner/ParaPlanner	Financial Planner/ParaPlanner - Orlando, estab Wlth Mgt Firm.  See job ad online for details. application_submittal@ymail.com WEB OS70143<P>Established, independent, rapidly growing financial planning and wealth management firm seeking professional financial planner/paraplanner to join wealth management team.  Immediate opening.  Must be knowledgeable in financial planning and analysis and other software pertaining to financial planning and wealth management.  Must have strong desire to work with clients in a small team environment on a variety of client projects and services, including new accounts processing, research, and client account servicing.  Will assist the trading team.  Experience in a financial planning or wealth management firm a plus; CFP credentials or track.  Email resume and cover letter to explain why you are a good fit for the position:  application_submittal@ymail.com                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Maitland	FL	US	32751	2012-03-18 01:23:02.803	2012-04-17 23:59:59
40	Administrative Assistant	ADMINISTRATIVE ASSISTANT Part Time The West Orange Healthcare District has a part time Administrative Assistant position to support the Executive Director and the Board of Trustees by performing reception, secretarial, administrative and financial functions as needed. Must have 3+ years of related experience and be proficient in Microsoft Word, Excel and Power Point. Some working knowledge of QuickBooks is a plus. \r\n\r\nSend resume to: Kenneth.harker@healthcentral.org EOE <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US		2012-03-14 09:00:54.13	2012-04-13 23:59:59
41	Sales Associates	Lexus Of Orlando Central Florida?s premier Lexus dealership is expanding and has immediate full time openings for the following positions. Sales ? Sales Associates We are looking for motivated individuals who are driven to succeed. No prior sales experience is necessary. We provide a unique selling system and the latest technology in our recently renovated facility to allow you to deliver results and be successful. ? Sales Internet/Phone Department We are looking for someone with a current record of being a top performer in sales. Prior high-line import experience preferred. You must be able to provide verifiable references. Service ?Import Technicians ?Service Advisors ?Valets (Vehicle pickup and delivery) If you are a top performer with a proven record of success in providing superior service and customer satisfaction on one of the above or similar positions we would love to hear from you. Lexus of Orlando is Central Florida?s leading luxury automotive dealership. We are an award-winning, Elite Lexus dealer and our foremost endeavor is to provide the best customer service possible in sales and service. We offer an outstanding comprehensive benefits package to our employees which include: ? 401 (K) ? Medical, Dental and Vision ? Life and Disability Insurance ? Vacation, Sick, Leave and Holiday Pay ? Our company is committed to keeping our employees? skills up to date with ongoing training opportunities.\r\n\r\nTo apply for sales positions: Please apply in person at 305 N. Semoran Blvd. Winter Park, FL To apply for service positions: Please apply online at www.lexusoforlando.com <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US		2012-03-14 09:00:54.65	2012-04-13 23:59:59
42	Medical Assistant	Medical Assistant - Full Time - Gastro Office and Endoscopy exp needed.   Fax Resume 321-274-0266 WEB OS70181<P>Full Time - Gastro Office and Endoscopy exp needed.  Fax Resume 321-274-0266                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Winter Park	FL	US	32792	2012-03-15 01:26:57.207	2012-04-14 23:59:59
43	Controller	American Panel Corporation, a leading manufacturer of commercial refrigeration equipment, is seeking to fill the position of Controller to direct financial and accounting activities for the organization.  This hands-on position is responsible for the day-to-day functions as well as supervision of the accounting staff.  Requirements include a Bachelor Degree in Accounting, four years of experience preferably in a manufacturing environment, and demonstrated computer proficiency.  We offer a competitive salary and an excellent benefit package.  DFWP.<P>American Panel Corporation, a leading manufacturer of commercial refrigeration equipment, is seeking to fill the position of Controller to direct financial and accounting activities for the organization.  This hands-on position is responsible for the day-to-day functions as well as supervision of the accounting staff.  Requirements include a Bachelor Degree in Accounting, four years of experience preferably in a manufacturing environment, and demonstrated computer proficiency.  We offer a competitive salary and an excellent benefit package.  DFWP.                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Ocala	FL	US	34472	2012-03-15 01:26:57.53	2012-04-14 23:59:59
44	Front Desk for Medical Office	The "Front Desk" Medical Office needs an individual who has  experience in answering the phone, taking messages,  posting patient's information, and  posting charges. Medical billing experience is a plus, and Spanish/Portuguese language helpful. Hours are from M-Th 8am to 6pm, and Fr. 8am to 3pm.<P>Employment is immediate upon satisfactory interview. Please email resume. \r\n\r\nPlease call Andrea at 407 645-5998,  option 5.                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Winter Park	FL	US	32792	2012-03-15 01:27:02.88	2012-04-14 23:59:59
45	Human Resources Generalist	Human Resources Generalist - (bilingual Span/Eng) support our FL and NC districts. Visit berry.net/careers for full details/email racjobs@berry.net WEB OS70200<P>POSITION PURPOSE:  The HR Generalist is responsible for supporting the east coast district through strategic partnership to ensure we are meeting our growth plans.  Support operations to ensure safety and compliance, labor recruitment and retention strategies, compensation and benefits administration.  Support performance and development efforts and local HRIS efforts for employee data management.    JOB SUMMARY:  Under the direction of the VP of Human Resources, the Human Resources Generalist will support the newly developed operations in Lake Placid, Florida, and Hendersonville, North Carolina through strategic partnership, and creativity in delivering corporate strategies at the local level. The successful candidate will be a seasoned professional who enjoys being a strategic business partner and possesses high energy, excellent verbal and written communication skills.    DUTIES AND RESPONSIBILITIES:  Willing to travel intermittently between North Carolina, and Florida as needed HR support to production management, including labor recruitment Lead HR initiatives and ensure alignment to company and district production goals Ensure culture is commensurate to our values and guiding principles Coordinates training programs Coordinate and maintain employee information in HRIS Provide advice and counsel to production management Support employee performance and development plans for the district Support labor initiatives that attract and retain labor Ensure safety and compliance is effective Support health and wellness programs at a local level This is a ?hands-on? role. Other projects/duties as assigned        KNOWLEDGE AND SKILLS:  ? Ability to partner and influence local leadership ? Ability to engage others and leverage their skills to get tasks done  ? Skills in HRIS data management ? Excellent organizational skills and follow up skills  ? Computer literate: Word, Excel, PowerPoint, etc ? Knowledge of Federal/state labor laws, regulations, etc.  ? Excellent verbal and written communication skills ? Excellent bilingual skills English and Spanish REQUIRED ? Experience with H2A Temporary Agricultural Program preferred  EDUCATION AND WORK EXPERIENCE:  ? Bachelor's degree in related field ? Proven successful leadership experience ? 5 plus years of experience in human resources   CHARACTERISTICS:  ? Honest, fair, respectful of others ? Excellent communication skills ? Team player ? Positive attitude ? Ambitious, dedicated, self-motivated ? Passionate  ? Organized ? Broad-thinking ? Innovative ? Analytical  ? Solution and results oriented  APPLICATION INSTRUCTIONS:  Please submit cover letter and resume to: racjobs@berry.net                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Dover	FL	US	33527	2012-03-15 01:27:17.053	2012-04-14 23:59:59
46	PAYROLL CLERK; PT	<b>    <b>PAYROLL CLERK; PT</b> </b>  —— Must have previous payroll experience. Must be proficient in Excel, able to multi-task and good communication skills. Apply in person at Oak Plantation Resort, 4090 Enchanted Oaks Cir. Kissimmee or email resume to <a href="mailto:sbenton@oakplantationresort.com">sbenton@oakplantationresort.com</a>                WEB OS16461              <P>                 \r\n                \r\n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Kissimmee	FL	US		2012-03-16 10:37:02.483	2012-04-15 23:59:59
47	DRIVER	Entry level CDL driver Needed. \r\n\r\nNO CDL now? No Experience? No problem! \r\n\r\nSixteen day truck driving School with "up-front" tuition fees paid through employer. Earn $800 - $900 per week after training. Program is designed to help you get your class A CDL license and all other qualifications needed to start a new career as a professional heavy truck driver. Call 1-888-908-6599 for details or apply through Career Builder\r\nBenefits Include:\r\n\r\n•\tGreat Health Insurance\r\n•\tDental Coverage\r\n•\t401k Retirement Plan\r\n•\tPaid Vacation after one year of Service\r\n•\tEarn $40k – 45k during first year after training\r\n\r\nCall 1-888-908-6599 for details, or apply through Career Builder\r\n\r\nOS26309              <P>                 \r\n                \r\n                 <BR><BR>Source - Orlando Sentinel	High level of motivation\r\n\r\nTeam Player\r\n\r\nStrong Work Ethic\r\n\r\nDesire for long-term career\r\n\r\nNo Experience Required - Program available to assist you in obtaining CDL	Orlando	FL	US	32801	2012-03-16 11:51:53.423	2012-04-15 23:59:59
48	ON-SITE SALES	<b>    <b>ON-SITE SALES - NEW HOMES </b> </b> \r\n              The Time Is Back!               \r\n              Great Career Opportunity                \r\n              Portuguese & Spanish Required               \r\n              Kissimmee Communities               \r\n               Salary/Draw + Commission +                \r\n              Benefits - Resume to:               \r\n               <a href="mailto:NewHomeSales@icihomes.com">NewHomeSales@icihomes.com</a> DFWP EOE  WEB OS26261              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Daytona Beach	FL	US	32119	2012-03-16 15:51:55.51	2012-04-15 23:59:59
49	SALES REPRESENTATIVE	<b>    <b>SALES REPRESENTATIVE</b> </b>  ——  Aggressive Sales Representative needed in the Orlando area for Veterinary compounding pharmacy. Light travel required. Email resumes to:                            \r\n              <a href="mailto:stevealbert@diamondbackdrugs.net">stevealbert@diamondbackdrugs.net</a>                WEB OS22147              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32804	2012-03-16 15:51:56.07	2012-04-15 23:59:59
50	AUTO SALES	<b>    <b> AUTO SALES MGR</b> </b>  ——               \r\n              Can You Manage                 \r\n              Things to Happen?                \r\n               FOUNTAIN AUTO MALL, a dynamic, growing, multi-point Orlando dealership seeking aggressive, sales manager with a minimum of 5 years experience for the Acura brand. Excellent pay and benefits. Apply in person or send resume to <a href="mailto:dan.schexnayder@kingmail.us">dan.schexnayder@kingmail.us</a>.               \r\n               WEB OS20972              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32809	2012-03-19 14:06:55.94	2012-04-18 23:59:59
51	COLLISSION CENTER MANAGER	<b>    <b> COLLISION CENTER MANAGER</b> </b>  ——               \r\n              Fountain Auto Mall, Acura, Buick,GMC,Mitsubishi and Suzuki has an immediate opening for the collision center manager position. To be considered you must possess all of the following:               \r\n              * Minimum 3 years collision center management experience               \r\n              * Lean process mentality               \r\n              * ColComputerized management system experience               \r\n              * Ethical and honest mindset               \r\n              * Able to train and motivate staff               \r\n              * Familiar with DRP programs               \r\n              *Ability to maintain high CSI scores              \r\n               * Verifiable references               \r\n \r\n              If you feel you have what it takes to be considered for this position, please forward your resume to our Fixed Operations Manager,              \r\n               <a href="mailto:brian.clark@kingmail.us">brian.clark@kingmail.us</a>                 WEB OS21086              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32809	2012-03-19 14:06:57.173	2012-04-18 23:59:59
52	OWNER OPERATOR TEAMS & SOLO	<b>    <b>OWNER OPERATOR TEAMS & SOLO </b> </b>   Excellent Pay! Florida - California                \r\n              Also Florida - Mid West               \r\n               Call Tim 866-279-6241 X304      WEB OS26397              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32822	2012-03-19 16:06:59.603	2012-04-18 23:59:59
54	TRACTOR TRAILER DRIVER	<b>    <b>TRACTOR TRAILER DRIVER</b> </b>  ——  Apopka. Drive all over Florida. Must have clean CDL driving record & 5 yrs exp. Benefits inc. Call 407-294-8194                WEB OS28057              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Apopka	FL	US	32703	2012-03-20 09:51:48.093	2012-04-19 23:59:59
55	MECHANIC - Heavy Equipment	MECHANIC - Heavy Equipment - 10 years experience, computer knowledge, Own tools. DFWP 407-859-9160/johno@gsequipment.net WEB OS70436<P>Large Construction Equipment Dealer In Florida is looking for highly qualified? Heavy Equipment Mechanic.  Qualifications: Must have at least 10 years experience. Knowledge On all Types on construction equipment including, Loaders Backhoes, Excavators, Material Handlers, Rollers, Off Road Trucks. Must have  computer knowledge, Own tools and good communication skills. Drug free work place.                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32827	2012-03-21 01:28:48.603	2012-04-20 23:59:59
56	COUNSELORS/SALES	<b>    <b>COUNSELORS/SALES  </b> </b>  ——  over the phone Base+comm.Avg Sales person makes $30k-$60k/yr! Call 866 323-0520; email <a href="mailto:bmendez@progressiverelief.com">bmendez@progressiverelief.com</a>                   WEB OS22137               <P>                 \r\n                \r\n                 <BR><BR>Source - Orlando Sentinel\r\n\r\n\r\nNow Hiring\r\nSEVERAL CREDIT COUNSELORS NEEDED - For Growing Credit Counseling Firm.\r\nWe are looking for integrity and money motivated sales consultants to work in a growing industry. We offer a number of programs to people in need of consolidating and paying off their debt. We offer programs that very few other companies can compete with, opening more opportunity for you to make REAL MONEY.\r\n\r\nNo cold calling, 90% of your leads will come to you LIVE!!\r\n\r\n- Strong verbal and written communication skills\r\n\r\n- Use of PC applications (Word, Excel, Outlook & Internet)\r\n\r\n- Effectively manage time and resources to meet or exceed sales forecasts and objectives.\r\n\r\n- Effectively communicate by phone.\r\n\r\n- Maintain regular and predictable attendance and able to work some evenings.\r\n\r\n- We are seeking only serious sales people to fill our Credit Counselor roll.\r\n\r\n•\tLocation: OVIEDO/WINTER SPRINGS\r\n•\tCompensation: Base pay plus commission plus monthly bonus\r\n\r\nbmendez@progressiverelief.com	Please refer to the Job Description to view the requirements for this job	Oviedo	FL	US		2012-03-20 15:51:43.637	2012-04-19 23:59:59
60	Driver	Roofing Mat'l Supplier needs drivers w/CDL, 3 yr exp, references, can meet physical req, reliable, flexible   Apply in person 1714 Alden Rd, Orlando Fl 32803<P>Roofing Mat'l Supplier needs drivers w/CDL, 3 yr exp, references, can meet physical req, reliable, flexible   Apply in person 1714 Alden Rd, Orlando Fl 32803                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32803	2012-03-22 01:26:00.61	2012-04-21 23:59:59
61	Executive Personal Assistant	Corporate Personal Assistant positions demand competence and skill at performing the following duties:  - reading, monitoring and responding to the principal's email, - answering calls and handling queries, - preparing correspondence on the principal's behalf, - liaising with staff, clients, etc., - managing the principal's electronic diary, - organizing travel and preparing complex travel itineraries, - writing minutes, - taking dictation, - planning, organizing and managing events, - managing a budget, - attending events/meetings as the principal's representative, - conducting research on the internet, - writing reports, executive summaries and newsletters, - preparing presentations, - preparing papers for meetings, - managing and reviewing filing and office systems, - updating websites, - typing documents, - sourcing and ordering stationery and office equipment, - managing projects  PAs manage and source resources and conduct research, so you need to be well informed, and internet savvy. you also need to keep up to date with the latest office gadgets and industry practices.  Personal Assistants are calm under pressure and capable of thinking on their feet.  you are to support senior managers, executives and teams, and, of course, you are increasingly required to work for more than one person.  you need to be capable of competently dealing with situations in the boss?s absence, and should be confident enough to commission work on your principal's behalf. Maintaining confidentiality is a fundamental requirement for any PA.  you need to keep abreast of organizational issues and have a good understanding of the organization's aims and objectives. Above all, your role is to support your principal in his efforts to reach his targets and deliver on his strategic goals.    Generally, in addition to the above duties and attributes, your role is to also command a good grasp of operations and business practices; a solid understanding of the company's goals and strategies, and good project management skills.  Requirements:  * Must have at least a high school degree or equivalent life experience.  Respond with your complete resume if you're qualified<P>Corporate Personal Assistant positions demand competence and skill at performing the following duties:  - reading, monitoring and responding to the principal's email, - answering calls and handling queries, - preparing correspondence on the principal's behalf, - liaising with staff, clients, etc., - managing the principal's electronic diary, - organizing travel and preparing complex travel itineraries, - writing minutes, - taking dictation, - planning, organizing and managing events, - managing a budget, - attending events/meetings as the principal's representative, - conducting research on the internet, - writing reports, executive summaries and newsletters, - preparing presentations, - preparing papers for meetings, - managing and reviewing filing and office systems, - updating websites, - typing documents, - sourcing and ordering stationery and office equipment, - managing projects  PAs manage and source resources and conduct research, so you need to be well informed, and internet savvy. you also need to keep up to date with the latest office gadgets and industry practices.  Personal Assistants are calm under pressure and capable of thinking on their feet.  you are to support senior managers, executives and teams, and, of course, you are increasingly required to work for more than one person.  you need to be capable of competently dealing with situations in the boss?s absence, and should be confident enough to commission work on your principal's behalf. Maintaining confidentiality is a fundamental requirement for any PA.  you need to keep abreast of organizational issues and have a good understanding of the organization's aims and objectives. Above all, your role is to support your principal in his efforts to reach his targets and deliver on his strategic goals.    Generally, in addition to the above duties and attributes, your role is to also command a good grasp of operations and business practices; a solid understanding of the company's goals and strategies, and good project management skills.  Requirements:  * Must have at least a high school degree or equivalent life experience.  Respond with your complete resume if you're qualified                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Atlanta	GA	US	30324	2012-03-22 01:26:00.78	2012-04-21 23:59:59
65	DRIVERS	<b>    <b>DRIVERS</b> </b> \r\n              Class A casual P/T drivers needed                \r\n               Great opportunity for qualified individuals! $18.25hr. weekly pay, local work. We are looking for professional goal oriented individuals to drive for a reputable company located in Orlando, Fl. Must have 2 yrs. tractor trailer experience in the last 3 years. No careless or reckless in last 5 yrs. Clean criminal record. Must be willing and able to unload freight by conveyor rollers. Job is a part time as needed position that can turn into a full time.               \r\n              Don't wait!!                \r\n              Fax resume to 407-825-9934.  WEB OS26494              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32809	2012-03-24 05:09:49.42	2012-04-23 23:59:59
67	Timeshare Professionals	Grow Reward Live MARRIOTT  VACATIONS WORLDWIDE Discover a Destination for your Success. Join us. We?re Marriott Vacations Worldwide. Ready to grow your dream career while making others? vacation dreams come true? Join us at Marriott Vacations Worldwide, and you can make it happen. For over 27 years, we?ve been the world?s premier organization for Vacation Ownership, with resorts at sought-after destinations around the globe. If you?re seeking a rewarding career with talented coworkers who support you in reaching your goals, consider becoming part of our team. At Marriott Vacations Worldwide we?ll provide you with the tools and rewards you need to meet every challenge. Join us and experience our commitment to excellence, while redefining your future. Marriott?s Grande Vista Sales Gallery is currently hiring experienced Timeshare professionals. ? Coord-Marketing Linkage - Bilingual-Spanish (Job#120005OL) ? Coord-In-House Marketing (Job# 12000BEP) Start your journey NOWby applying at www.mvwcareers.com Click Current Openings - Non-Management Positions in and outside the United States. Search by Job Number 120005OL or 12000BEP. Once the job is displayed, click Apply. Please note - the application is not complete until you reach the Summary Page and click Submit. Marriott Vacations Worldwide is an equal opportunity employer committed to employing a diverse workforce and sustaining an inclusive culture. <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US		2012-03-24 09:01:06.037	2012-04-23 23:59:59
68	Registered Nurse	STAR TREATMENT American Renal Associates, a national provider of quality dialysis services with the lowest staff turnover in the industry, is accepting applications for the following position in Titusville, FL: Registered Nurse Seeking qualified applicants to provide in-center hemodialysis patient care on a Per Diem basis. Minimum of 3 months dialysis experience preferred. Current FL state license required. Please fax or email resume and cover letter to: Lori Carey, Secretary, Fax: 321-567-0124, Email: locarey@americanrenal.com EOE/DFWP. All inquiries will be held in strict confidence. Visit us online: www.americanrenal.com AMERICAN RENAL ASSOCIATES <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US		2012-03-24 09:01:10.14	2012-04-23 23:59:59
69	Vacation Sales Advisors	CHALLENGE YOUR POTENTIAL. Earn up to $1,000/week with Top Performers Earning More Vacation Sales Advisors: Competitive Base Salary ? Bonus Opportunities ? Cash Incentive Each of our resort properties in luxurious destinations offer extraordinary vacations for individuals, couples and families. The more getaways you sell, the more you?ll earn ? just for helping our guests get more enjoyment out of life. ? Worldwide Travel Benefits (for you and your family) ? Full-Time Benefits ? Six-Hour Shifts ? Paid Comprehensive Training ? Tuition Reimbursement Program ? Referral Program Start selling fun and excitement. Call 407-722-3099 today! Visit us at www.hiltongrandvacations.com/advisors Walk-ins Encouraged! 6355 MetroWest Blvd. ? Suite Side 365 ? Orlando, FL 32835 EOE M/F/D/V Create the Grand Experience. <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US		2012-03-24 09:01:10.757	2012-04-23 23:59:59
78	Gold Buyer	Gold Buyer  - Traveling GoldBuyer GreatPayPlus Bonus 4-5Days A Week Paid Expenses  floridametalscorp@gmail.com WEB OS70757<P>Traveling Gold Buyer Great Pay Plus Bonus.  Travel 4-5 Days A Week, Paid Expenses, Seeking Friendly Outgoing Responsible Persons Experience Preferred But Will Train Right Person  Knowledge of Coin  A  Plus Great Opportunity  floridametalscorp@gmail.com                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Palm Coast	FL	US	32164	2012-03-29 01:44:30.83	2012-04-28 23:59:59
80	LMHC OR LCSW	<b>    <b>LMHC OR LCSW</b> </b>  ——  Mental health residential facility is seeking an experienced LMHC or LCSW, full time, clinical experience necessary. Special populations a plus. Please forward your resumes to:                           \r\n               <a href="mailto:hrfl@pasadenavilla.com">hrfl@pasadenavilla.com</a>. No phone calls please. EEOC. DFWP.                WEB OS18081              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32803	2012-03-29 11:51:53.23	2012-04-28 23:59:59
81	SECURITY GUARDS	<b>    <b>JENKINS SECURITY CONSULTANTS  </b> </b> <b>"We Take Security Seriously"  </b> \r\n \r\n              Jenkins Security Consultants Inc. (JSC) has openings and is currently hiring Security Guards in the Orlando, FL area               \r\n \r\n              • Minimum age of 21 years                              \r\n              • Current Driver's License                              \r\n              • High School Diploma or GED                              \r\n              • Current Florida Security Guard License                              \r\n              • U.S. Citizen or compliant with INS Reform Control Act of 1986                              \r\n              • Good physical condition        \r\nPlease call 407-992-6184  \r\n                WEB OS19892              <P>                 \r\n                \r\n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32801	2012-03-29 16:06:49.687	2012-04-28 23:59:59
